issue_id,timestamp,category,description,municipality,district,state,age_group,gender,origin,responsible_entity_id,responsible_entity_name,responsible_entity_level,description_length,description_words,has_verkehr_keywords,has_bildung_keywords,has_umwelt_keywords,has_gesundheit_keywords,hour,day_of_week,day_of_month,week_of_year,month,quarter,is_weekend,is_business_hours,is_morning,is_afternoon
ISS_20250613034120_9150,2023-05-07 18:35:00,Gesundheit,"Die Wartezeit beim Gesundheitsamt für die Anerkennung meiner ausländischen Arztausbildung dauert bereits acht Monate. Ohne deutsche Approbation kann ich nicht arbeiten und meine Familie nicht ernähren, obwohl Ärzte dringend gebraucht werden.",Waldeck,Stadt,Hessen,55-64,female,migrant_non_eu,LAND_16_GM,Thüringen - Ministerium für Gesundheit,Land,241,31,False,False,False,True,18,6,7,18,5,2,True,False,False,True
ISS_20250613033846_3223,2023-07-30 15:05:00,Umwelt,Die Grünschnittsammelstelle an der Industriestraße ist völlig überfüllt und der Biomüll liegt schon seit Tagen auf dem Gehweg verstreut. Das zieht Ungeziefer an und stinkt furchtbar - meine Nachbarn und ich können kaum noch die Fenster öffnen.,Dettenheim,Gemeinde,Baden-Württemberg,45-54,female,citizen,LAND_12_UM,Brandenburg - Ministerium für Umwelt,Land,243,37,True,False,True,False,15,6,30,30,7,3,True,True,False,True
ISS_20250613033915_5120,2023-09-23 10:39:00,Gesundheit,"Die Wartezeit beim Gesundheitsamt für die Anerkennung meiner ausländischen Impfzertifikate beträgt bereits drei Monate. Meine Kinder können deshalb nicht zur Schule angemeldet werden, obwohl alle Unterlagen vollständig eingereicht wurden.",Idstein,Stadt,Hessen,35-44,female,migrant_eu,LAND_08_GM,Baden-Württemberg - Ministerium für Gesundheit,Land,238,29,False,True,False,False,10,5,23,38,9,3,True,True,True,False
ISS_20250613034254_7900,2023-06-22 02:01:00,Bildung,Die Toiletten in der örtlichen Grundschule sind seit Monaten in einem unhygienischen Zustand. Mein Sohn berichtet von defekten Spülungen und fehlender Seife - das ist untragbar für die Gesundheit der Kinder.,Sirksfelde,Gemeinde,Schleswig-Holstein,45-54,male,citizen,LAND_03_BM,Niedersachsen - Ministerium für Bildung,Land,207,31,False,True,False,False,2,3,22,25,6,2,False,False,False,False
ISS_20250613034208_4221,2023-01-01 13:27:00,Migration,"Die Wartezeiten im Bürgerbüro sind seit Monaten unerträglich geworden. Für einen einfachen Personalausweis muss man über drei Stunden warten, weil zu wenig Personal da ist und die Bearbeitung viel zu lange dauert.",Nossen,Stadt,Sachsen,35-44,female,citizen,LAND_11_SM,Berlin - Ministerium für Soziales,Land,213,32,False,False,False,False,13,6,1,52,1,1,True,True,False,True
ISS_20250613034205_1316,2023-07-05 10:05:00,Digitalisierung,"Das Online-Portal der Gemeinde ist eine Katastrophe - ständig stürzt es ab, wenn ich versuche, meinen Personalausweis zu beantragen. Nach drei Versuchen gebe ich auf und muss wieder persönlich ins Rathaus fahren, obwohl das digital gehen sollte.",Kirchdorf,Gemeinde,Niedersachsen,45-54,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,245,37,False,False,False,False,10,2,5,27,7,3,False,True,True,False
ISS_20250613033817_9198,2024-05-25 23:30:00,Gesundheit,"Die Wartezeit beim Hausarzt hier in Wörth ist unmöglich geworden - drei Wochen für einen normalen Termin! Meine Tochter war krank und wir mussten ins Krankenhaus fahren, weil kein Arzt Zeit hatte.",Wörth a.Main,Stadt,Bayern,25-34,female,citizen,LAND_02_SM,Hamburg - Ministerium für Soziales,Land,196,32,False,False,False,True,23,5,25,21,5,2,True,False,False,False
ISS_20250613033838_7891,2023-05-10 07:54:00,Gesundheit,Die Wartezeit für einen Facharzttermin beim Orthopäden hier in Lenggries beträgt über vier Monate. Als berufstätige Mutter mit Rückenproblemen ist das untragbar - wir brauchen dringend mehr Fachärzte in unserer Gemeinde.,Lenggries,Gemeinde,Bayern,45-54,female,citizen,LAND_08_GM,Baden-Württemberg - Ministerium für Gesundheit,Land,220,31,False,False,False,True,7,2,10,19,5,2,False,False,True,False
ISS_20250613033722_5702,2023-09-12 02:05:00,Wirtschaft,Die Gewerbesteuer für kleine Betriebe in Bockhorn ist viel zu hoch im Vergleich zu Nachbargemeinden. Dadurch wandern Unternehmen ab und wir verlieren Arbeitsplätze - das schadet unserer ganzen Region wirtschaftlich.,Bockhorn,Gemeinde,Niedersachsen,25-34,male,citizen,LAND_05_MW,Nordrhein-Westfalen - Ministerium für Wirtschaft,Land,215,30,False,False,False,False,2,1,12,37,9,3,False,False,False,False
ISS_20250613034009_1809,2024-04-28 07:24:00,Migration,"""Die Bearbeitung meines Antrags auf Familienzusammenführung für meine Verlobte dauert bereits über ein Jahr. Ich bekomme keine klaren Auskünfte über den Stand und wann endlich eine Entscheidung getroffen wird.""",Bunde,Gemeinde,Niedersachsen,18-24,male,citizen,LAND_10_SM,Saarland - Ministerium für Soziales,Land,210,29,False,False,False,False,7,6,28,17,4,2,True,False,True,False
ISS_20250613033656_5616,2023-11-02 09:57:00,Digitalisierung,"Die Online-Terminbuchung für das Bürgerbüro ist seit Tagen nicht erreichbar und am Telefon ist ständig besetzt. Für einen einfachen Personalausweis-Antrag muss ich jetzt extra einen Tag Urlaub nehmen, weil die Digitalisierung hier nicht funktioniert.",Viersen,Stadt,Nordrhein-Westfalen,35-44,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,250,34,False,False,False,False,9,3,2,44,11,4,False,True,True,False
ISS_20250613034036_9580,2025-03-28 08:21:00,Sicherheit,Der Gehweg entlang der Schulstraße ist abends völlig unbeleuchtet und durch Wurzelschäden sehr uneben. Besonders für ältere Bürger und Schulkinder ist das ein echtes Sicherheitsrisiko - ich bin selbst schon zweimal gestolpert.,Tyrlaching,Gemeinde,Bayern,45-54,female,citizen,LAND_07_UM,Rheinland-Pfalz - Ministerium für Umwelt,Land,226,32,True,False,False,False,8,4,28,13,3,1,False,True,True,False
ISS_20250613033701_1019,2024-03-21 09:29:00,Umwelt,"Die Mülleimer im Kurpark sind seit Tagen überfüllt und der Müll liegt überall verstreut herum. Das sieht nicht nur unschön aus, sondern lockt auch Ungeziefer an - bitte um schnelle Leerung der Behälter.",Bad Wurzach,Stadt,Baden-Württemberg,25-34,female,citizen,LAND_10_MW,Saarland - Ministerium für Wirtschaft,Land,202,33,False,False,True,False,9,3,21,12,3,1,False,True,True,False
ISS_20250613033740_4461,2024-12-19 05:20:00,Gesundheit,"Der Hausarzt in unserem Ortsteil hat seine Praxis geschlossen und der nächste Arzt ist 15 Kilometer entfernt. Für ältere Bürger ohne Auto ist das ein echtes Problem, besonders bei Notfällen oder regelmäßigen Kontrollterminen.",Hürtgenwald,Gemeinde,Nordrhein-Westfalen,55-64,female,citizen,LAND_13_GM,Mecklenburg-Vorpommern - Ministerium für Gesundheit,Land,225,33,False,False,False,True,5,3,19,51,12,4,False,False,False,False
ISS_20250613033743_6900,2025-06-05 02:20:00,Bildung,"Mein Sohn bekommt in der Grundschule keinen Deutschförderunterricht, obwohl er als Nicht-EU-Bürger zusätzliche Sprachunterstützung braucht. Die Schule sagt, es gibt keine freien Plätze, aber ohne diese Hilfe kann er dem Unterricht nicht folgen.",Bretzfeld,Gemeinde,Baden-Württemberg,25-34,female,migrant_non_eu,LAND_15_BM,Sachsen-Anhalt - Ministerium für Bildung,Land,244,33,False,True,False,False,2,3,5,23,6,2,False,False,False,False
ISS_20250613033810_2838,2023-05-23 11:33:00,Bildung,"Die Schulbusse zur Grundschule kommen regelmäßig 15-20 Minuten zu spät, wodurch mein Sohn täglich den ersten Unterrichtsblock verpasst. Trotz mehrfacher Beschwerden bei der Gemeindeverwaltung hat sich nichts geändert - das kann so nicht weitergehen.",Lipprechterode,Gemeinde,Thüringen,25-34,female,citizen,LAND_13_BM,Mecklenburg-Vorpommern - Ministerium für Bildung,Land,249,34,True,True,False,False,11,1,23,21,5,2,False,True,True,False
ISS_20250613033958_1497,2024-05-30 13:34:00,Verkehr,Die Bushaltestelle am Marktplatz hat kein Wartehäuschen und keine Bank. Bei schlechtem Wetter und in meinem Alter ist das Warten sehr beschwerlich. Bitte stellen Sie endlich eine überdachte Wartegelegenheit mit Sitzplatz auf.,Furth im Wald,Stadt,Bayern,65+,female,citizen,LAND_03_VM,Niedersachsen - Ministerium für Verkehr,Land,225,32,True,False,False,False,13,3,30,22,5,2,False,True,False,True
ISS_20250613033819_2383,2023-11-22 03:50:00,Gesundheit,"Die Wartezeit beim Hausarzt in Massenbachhausen ist unmöglich geworden - für einen normalen Termin muss ich drei Wochen warten. Als berufstätige Mutter mit zwei Kindern ist das nicht machbar, besonders wenn die Kleinen krank sind.",Massenbachhausen,Gemeinde,Baden-Württemberg,35-44,female,migrant_eu,LAND_16_GM,Thüringen - Ministerium für Gesundheit,Land,230,35,False,False,False,True,3,2,22,47,11,4,False,False,False,False
ISS_20250613033657_3982,2024-03-08 10:14:00,Gesundheit,"Die Wartezeit beim Hausarzt in Ostbevern beträgt mittlerweile über drei Wochen für einen normalen Termin. Als berufstätige Mutter ist es unmöglich, spontan einen Arzt zu erreichen, wenn mein Kind krank wird - das kann so nicht weitergehen.",Ostbevern,Gemeinde,Nordrhein-Westfalen,25-34,female,citizen,LAND_11_GM,Berlin - Ministerium für Gesundheit,Land,239,37,False,False,False,True,10,4,8,10,3,1,False,True,True,False
ISS_20250613033706_4864,2024-03-23 15:56:00,Bildung,Die Kita meines Sohnes hat seit drei Monaten nur noch verkürzte Öffnungszeiten wegen Personalmangel. Als berufstätige Mutter kann ich so nicht arbeiten und brauche dringend eine Lösung für die Betreuung am Nachmittag.,Ebstorf,Gemeinde,Niedersachsen,25-34,female,citizen,LAND_07_BM,Rheinland-Pfalz - Ministerium für Bildung,Land,217,32,False,True,False,False,15,5,23,12,3,1,True,True,False,True
ISS_20250613034011_4444,2024-01-29 11:08:00,Umwelt,"Der Grünschnitt am Radweg zwischen Wilhelmsburg und dem Nachbardorf wird seit Monaten nicht mehr gemäht. Die Brennnesseln und Dornen wachsen schon auf den Weg und man kann kaum noch sicher fahren, besonders mit dem Mountainbike.",Wilhelmsburg,Gemeinde,Mecklenburg-Vorpommern,18-24,male,citizen,LAND_09_UM,Bayern - Ministerium für Umwelt,Land,228,35,False,False,True,False,11,0,29,5,1,1,False,True,True,False
ISS_20250613034040_7916,2024-01-25 10:06:00,Digitalisierung,"Das Online-Portal der Stadt funktioniert bei mir nicht richtig - die Seiten laden ewig langsam und ich kann keine Formulare ausfüllen. Meine Enkelin musste mir helfen, aber selbst sie kam nicht weiter. Wann wird das endlich repariert?",Drebkau,Stadt,Brandenburg,65+,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,234,37,False,False,False,False,10,3,25,4,1,1,False,True,True,False
ISS_20250613034039_2983,2025-01-27 02:36:00,Wirtschaft,Die Gewerbesteuer für kleine Betriebe in Dummerstorf ist viel zu hoch im Vergleich zu Nachbargemeinden. Dadurch wandern Unternehmen ab und wir verlieren Arbeitsplätze - das schadet unserer ganzen Region wirtschaftlich.,Dummerstorf,Gemeinde,Mecklenburg-Vorpommern,25-34,female,citizen,LAND_04_FM,Bremen - Ministerium der Finanzen,Land,218,30,False,False,False,False,2,0,27,5,1,1,False,False,False,False
ISS_20250613033940_9743,2023-01-05 22:22:00,Migration,"""Die Bearbeitung meines Antrags auf Familienzusammenführung dauert bereits acht Monate ohne jede Rückmeldung. Ich brauche dringend Informationen zum Stand des Verfahrens, da mein Partner weiterhin im Ausland warten muss.""",Karolinenkoog,Gemeinde,Schleswig-Holstein,18-24,female,citizen,LAND_07_SM,Rheinland-Pfalz - Ministerium für Soziales,Land,221,29,False,False,False,False,22,3,5,1,1,1,False,False,False,False
ISS_20250613033652_6157,2025-05-07 11:42:00,Wirtschaft,"Die Gewerbeanmeldung für meinen kleinen Reparaturservice dauert jetzt schon drei Monate. Ich brauche dringend die Genehmigung, um arbeiten zu können und meine Familie zu ernähren, aber das Amt gibt mir keine klaren Antworten.",Rhede (Ems),Gemeinde,Niedersachsen,35-44,male,migrant_non_eu,LAND_02_FM,Hamburg - Ministerium der Finanzen,Land,225,33,False,False,False,False,11,2,7,19,5,2,False,True,True,False
ISS_20250613033655_2493,2023-10-11 09:02:00,Gesundheit,"Die Wartezeit für einen Facharzttermin beim Orthopäden in Krefeld beträgt über vier Monate. Meine Rückenschmerzen verschlimmern sich täglich, aber ich bekomme keinen Termin. Das ist untragbar für berufstätige Menschen wie mich.",Krefeld,Stadt,Nordrhein-Westfalen,45-54,male,citizen,LAND_14_SM,Sachsen - Ministerium für Soziales,Land,227,31,False,False,False,True,9,2,11,41,10,4,False,True,True,False
ISS_20250613034234_5209,2023-05-02 08:26:00,Digitalisierung,Das Online-Portal für den Studentenausweis ist total kompliziert und nur auf Deutsch verfügbar. Als EU-Studentin verstehe ich die Hälfte der Formulare nicht und brauche ständig Hilfe - warum gibt es keine englische Version?,Königsberg i.Bay.,Stadt,Bayern,18-24,female,migrant_eu,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,223,33,False,False,False,False,8,1,2,18,5,2,False,True,True,False
ISS_20250613033816_8207,2024-02-06 13:59:00,Wirtschaft,Die Gewerbesteuer für kleine Betriebe in Gabsheim ist viel zu hoch im Vergleich zu den Nachbargemeinden. Dadurch wandern Unternehmen ab und wir verlieren Arbeitsplätze - das schadet unserer ganzen Region wirtschaftlich.,Gabsheim,Gemeinde,Rheinland-Pfalz,45-54,male,citizen,LAND_15_FM,Sachsen-Anhalt - Ministerium der Finanzen,Land,219,31,False,False,False,False,13,1,6,6,2,1,False,True,False,True
ISS_20250613034001_7868,2024-05-18 16:33:00,Bildung,"Die Schulbusse in unserer Gemeinde kommen regelmäßig 15-20 Minuten zu spät, wodurch mein Sohn bereits mehrfach den ersten Unterricht verpasst hat. Das kann so nicht weitergehen, die Kinder haben ein Recht auf pünktlichen Transport zur Schule.",Borkow,Gemeinde,Mecklenburg-Vorpommern,45-54,male,citizen,LAND_06_BM,Hessen - Ministerium für Bildung,Land,242,36,True,True,False,False,16,5,18,20,5,2,True,True,False,True
ISS_20250613033759_9637,2024-06-19 13:10:00,Verkehr,"Die Bushaltestelle an der Dorfstraße hat kein Wartehäuschen und bei Regen stehen die Fahrgäste völlig im Nassen. Besonders für ältere Bürger ist das unzumutbar, wenn der Bus mal wieder Verspätung hat.",Böhen,Gemeinde,Bayern,55-64,female,citizen,LAND_08_VM,Baden-Württemberg - Ministerium für Verkehr,Land,200,31,True,False,False,False,13,2,19,25,6,2,False,True,False,True
ISS_20250613033929_3014,2023-06-28 14:33:00,Sicherheit,Der Fußweg zur Bushaltestelle an der Dorfstraße ist abends völlig unbeleuchtet und durch die Baustelle sehr uneben geworden. Als Frau traue ich mich dort nach Einbruch der Dunkelheit nicht mehr lang zu gehen - das ist ein Sicherheitsrisiko.,Schönwalde am Bungsberg,Gemeinde,Schleswig-Holstein,45-54,female,citizen,LAND_10_IM,Saarland - Ministerium des Innern,Land,240,38,True,False,False,False,14,2,28,26,6,2,False,True,False,True
ISS_20250613033741_9131,2024-04-24 11:50:00,Wirtschaft,"Die Jobsuche nach meinem Studium ist hoffnungslos - überall werden nur Leute mit Berufserfahrung gesucht. Wie soll ich denn Erfahrung sammeln, wenn mir niemand eine Chance gibt? Die Stadt sollte mehr Praktikumsplätze für Absolventen schaffen.",Stuttgart,Stadt,Baden-Württemberg,18-24,male,citizen,LAND_02_FM,Hamburg - Ministerium der Finanzen,Land,242,35,False,False,False,False,11,2,24,17,4,2,False,True,True,False
ISS_20250613033736_9594,2023-03-18 13:20:00,Digitalisierung,"Die Online-Terminbuchung für den Personalausweis auf der Gemeinde-Website funktioniert seit Wochen nicht richtig - man kann zwar Termine auswählen, aber bekommt keine Bestätigung. Telefonisch ist niemand erreichbar, das ist echt frustrierend in 2024.",Vollersode,Gemeinde,Niedersachsen,25-34,male,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,250,33,False,False,False,False,13,5,18,11,3,1,True,True,False,True
ISS_20250613034056_3920,2024-03-03 05:12:00,Bildung,"Mein Sohn bekommt in der Grundschule Feilbingert keinen Deutsch-Förderunterricht mehr, obwohl er als EU-Bürger Anspruch darauf hat. Die Schule sagt, es gibt keine Kapazitäten, aber ohne zusätzliche Unterstützung wird er den Anschluss verlieren.",Feilbingert,Gemeinde,Rheinland-Pfalz,35-44,male,migrant_eu,LAND_11_BM,Berlin - Ministerium für Bildung,Land,244,33,False,True,False,False,5,6,3,9,3,1,True,False,False,False
ISS_20250613034220_6858,2024-06-25 08:30:00,Bildung,"In unserer Berufsschule gibt es keine Deutschkurse für Schüler mit Migrationshintergrund. Viele von uns haben Schwierigkeiten dem Unterricht zu folgen und brauchen zusätzliche Sprachförderung, um die Ausbildung erfolgreich abzuschließen.",Krauschwitz i.d.O.L.,Gemeinde,Sachsen,18-24,diverse,migrant_non_eu,LAND_04_BM,Bremen - Ministerium für Bildung,Land,237,29,False,True,False,False,8,1,25,26,6,2,False,True,True,False
ISS_20250613034124_9260,2023-12-18 14:26:00,Migration,"Die Bearbeitungszeiten für Anträge im Bürgerbüro haben sich seit Monaten extrem verlängert. Man wartet wochenlang auf Termine und dann nochmal ewig auf die Dokumente - das kann so nicht weitergehen, besonders wenn man arbeiten muss.",Evessen,Gemeinde,Niedersachsen,35-44,female,citizen,LAND_14_SM,Sachsen - Ministerium für Soziales,Land,232,35,False,False,False,False,14,0,18,51,12,4,False,True,False,True
ISS_20250613034257_1536,2023-11-19 11:31:00,Gesundheit,Die Wartezeit beim Hausarzt in Hoppegarten beträgt mittlerweile über drei Wochen für einen normalen Termin. Als Rentnerin mit chronischen Beschwerden ist das untragbar - wir brauchen dringend mehr Ärzte in der Gemeinde.,Hoppegarten,Gemeinde,Brandenburg,65+,female,citizen,LAND_07_GM,Rheinland-Pfalz - Ministerium für Gesundheit,Land,219,32,False,False,False,True,11,6,19,46,11,4,True,True,True,False
ISS_20250613033850_9103,2023-01-29 07:39:00,Gesundheit,"Die Wartezeit für einen Facharzttermin beim Gynäkologen beträgt über vier Monate, obwohl ich dringend eine Untersuchung brauche. Als Nicht-EU-Bürgerin finde ich kaum Ärzte, die meine Versicherung akzeptieren und noch Termine frei haben.",Berlin,Stadt,Berlin,35-44,female,migrant_non_eu,LAND_02_SM,Hamburg - Ministerium für Soziales,Land,236,32,False,False,False,True,7,6,29,4,1,1,True,False,True,False
ISS_20250613034124_1821,2024-06-10 11:15:00,Wirtschaft,"Die Gewerbeanmeldung für meinen kleinen Reparaturservice dauert jetzt schon über drei Monate. Als EU-Bürger sollte das doch schneller gehen - ich kann nicht arbeiten und meine Familie ernähren, solange nichts passiert.",Sontra,Stadt,Hessen,45-54,male,migrant_eu,LAND_09_FM,Bayern - Ministerium der Finanzen,Land,218,31,False,False,False,False,11,0,10,24,6,2,False,True,True,False
